2005,2,3,University Judiciary Committee Standards of Conduct (revised),"1. Physical or sexual assault of any person on University owned or leased property, at any University sanctioned function, at the permanent or temporary local residence of a University student, faculty member, employee or visitor, or in the city of Charlottesville or Albemarle County.",none,,
2005,3,2,"Board of Visitors Approval of Revisions to Standards of Conduct- BOV Minutes March 2, 2005","WHEREAS, the Board of Visitors adopts the Standards of Conduct, which describe behavior generally prohibited by enrolled students; and WHEREAS, the Board of Visitors last revised the Standards of Conduct on March 22, and April 6, 2001; and WHEREAS, among the revisions adopted in 2001 was the extension of jurisdiction in cases of physical and sexual assault to include assaults occurring within the city of Charlottesville and Albemarle County; and WHEREAS, the University Judiciary Committee has proposed the same extension of jurisdiction in other cases of serious student misconduct, including conduct that intentionally or recklessly threatens the health or safety of any person or substantial damage to property;",Board of Visitors' Meeting Minutes,BOV,
2005,3,17,Cavalier Daily: U.Va. Adopts New Sexual Assault Policy,"Revisions to the University's sexual assault policy outline stricter guidelines for confidentiality, distinguish between ""sexual assault"" and ""sexual misconduct,"" and considers implementing a permanent sexual assault advisory committee.",Student response,Student response,
2005,8,30,"BOV minutes Sept. 30, 2005","RESOLVED, the Board of Visitors wishes to make clear that any threatening conduct or act of intimidation directed personally at or against any member of the University community because of his or her race, national origin, gender, religion, disability, sexual orientation or other prohibited basis, will not be tolerated and will be appropriately disciplined in accordance with University policy and applicable law. The Board expects vigorous investigation and enforcement of all University policies, including its Standards of Conduct and Discriminatory Harassment Policy, and further calls upon the University community to report promptly any and all threats and other personal abuse to the police for criminal investigation; ",Board of Visitors' Meeting Minutes,BOV,
2007,2,9,"BOV Minutes Feb. 9, 2007","RESOLVED, the Board directs the placement of a stone tablet, to be set in the pavement on the south side of the Rotunda at the point where the main passage into the Rotunda joins the walkway under the West Lawn colonnades. The memorial tablet is to be inscribed as follows:“In honor of the several hundred women and men, both free and enslaved, whose labor between 1817 and 1826 helped realize Thomas Jefferson’s design for the University of Virginia.” ",Board of Visitors' Meeting Minutes,BOV,
2007,4,13,"BOV minutes April 13, 2007","COMMENDING THE GENERAL ASSEMBLY’S RESOLUTION ON SLAVERY WHEREAS, the General Assembly of Virginia in its 2007 Session adopted resolutions acknowledging ""with profound regret the involuntary servitude of Africans....and calling for reconciliation among all Virginians;"" and WHEREAS, the Governor has signed the resolutions; and WHEREAS, the Board of Visitors commends the Governor and the General Assembly for these actions and expresses its regret for the institution of slavery in this state",Board of Visitors' Meeting Minutes,BOV,
2008,2,21,Cavalier Daily: Sexual Assault Support Network Launched,"The University launches the Survivor Support Network, a new organization that trains certain faculty and students to provide support to survivors. The organization aims to increase sexual assault reporting.",Student response,Student response,
2011,8,15,"BOV minutes Sept. 15-16, 2011","WHEREAS, the University's sexual assault procedures were revised in July 2011; and WHEREAS, the revised procedures are entitled ""The University of Virginia Policy and Procedures for Student Sexual Misconduct Complaints"" (the ""Policy""); and WHEREAS, under the Policy, sexual assault is part of a range of behaviors defined as ""Sexual Misconduct""; and WHEREAS, Standard 1 currently uses the term ""sexual assault"" to describe prohibited conduct; and WHEREAS, the language of Standard 1 should be clarified to track the revised definition of ""Sexual Misconduct"" as set forth in the Policy. 8543 RESOLVED, the Board of Visitors of the University of Virginia affirms the revision of Standard 1 to read as follows: ""Physical assault of any person on University-owned or leased property, at any University sanctioned function, at the permanent or temporary local residence of a University student, faculty member, employee, visitor, or in the City of Charlottesville or Albemarle County, or Sexual Misconduct, as defined in the University of Virginia Policy and Procedures for Student Sexual Misconduct Complaints.""",Board of Visitors' Meeting Minutes,BOV,
2013,10,10,Cavalier Daily: Title IX Blurs Sexual Assault Jurisdiction,"Title IX requires the University to provide a 51% burden of proof to convict a defendant of sexual assault, whereas the University requires 99% burden of proof to convict in an honor trial, raising the issue of whether sexual assault is an ""honor violation.""",Student response,Student response,
2014,1,23,Cavalier Daily: Obama Calls for Sexual Assault Task Force,The Obama administration creates a task force that addresses sexual misconduct and assault specifically on college campuses.,Federal response,Federal response,
2014,2,20,"BOV minutes Feb. 20-21, 2014- reporting of President Sullivan's remarks about the Cornerstone Plan and sexual assault advocacy","President Sullivan said the Cornerstone Plan has given the University a blueprint for U.Va.’s future; and now we are beginning to build that future. The President was pleased to report the significant progress the University is making. On a somewhat related note, she told the Board members about a conference that was held at the University last week. The purpose of this conference was to launch a national discussion about sexual misconduct on America’s college campuses. ",Board of Visitors' Meeting Minutes,BOV,
2014,6,5,"BOV minutes June 5-6, 2014- discussion of Student Council responses to new sexual assault advocacy programs","Comments by Meg Gould- student board member -“As the University is certainly aware of and working exhaustively to address this issue, in the words of the external chair for the Sexual Assault Leadership Council, students and the institution can ?do better? – we can do better, we can do more, and we can do it earlier for students. Student Council crafted a statement called the SMART (Sexual Misconduct Awareness, Recovery, and Tangible change) Resolution, in partnership with many student awareness organizations, that made seven practical recommendations including increasing bystander intervention training, and lending transparency to the selection for the Sexual Misconduct Board. There also will be a concerted effort to address sexual misconduct with first years at the start of the year to produce an initial and lasting culture of mutual respect, safety and support. I hope that the University continues both to lead a national conversation regarding sexual misconduct as we have this year, and to seek on-the-ground ways to address the issue.”",Board of Visitors' Meeting Minutes,BOV,
2014,8,20,Cavalier Daily: University Responds to Calls for Improved Sexual Assault Prevention,"In response to federal initiatives to reduce campus sexual assault, the University hires a Program Coordinator for Prevention, implements student body surveys, and launches ""Not on Our Grounds.""",Student response,Student response,
2014,11,19,"Email archive of President Sullivan's message on 2014/11/19 to University community regarding the November 2014 publication in Rolling Stone magazine of ""A Rape on Campus"" (later retracted).",An archive of the emails sent by University President Teresa Sullivan to students that mention or focus on sexual assault and the Rolling Stone articles.,Email from administration,Email from administration,
2014,11,25,"""UVA Gang Rape Allegations Are Awful, Horrifying, and Not Shocking at All""","Gordon describes the ""rape culture"" at the University, specifically the mural in Old Cabell and the drinking culture at the University. ",Student response,Student response,
2014,11,25,Cavalier Daily: BOV Holds Special Meeting to Address Sexual Assault,"Administrators, President Sullivan, and the Board of Visitors react to the release of a Rolling Stone article (later retracted) detailing the rape of an anonymous female student, ""Jackie.""",Student response,Student response,
2014,11,25,"BOV special meeting- Nov. 25, 2014","Remarks around Rolling Stone article by the Rector, George Keith Martin and President Sullivan ",Board of Visitors' Meeting Minutes,BOV,
2014,11,26,"""UVA consultant: College a model for sexual assault response""","Gordon writes Brett Sokolow, who's advised the University of Virginia on sexual misconduct, says its policies are ""state of the art."" She also discusses the difficulty in respecting the survivor's wishes when reporting and ensuring a safe campus that is compliant with Title IX.",none,,
2014,12,4,"""U. of Mary Washington Shelves Plans for Greek System""",A description of the President of the University of Mary Washington's decision to delay plans for creating a Greek system at the university due to the national response to the 'gang rape' at the University of Virginia.,Email from administration,Email from administration,University of Mary Washington 
2014,12,5,"""Rolling Stone Cites Doubts on Its Story of University of Virginia Rape""","This article covers some of the discrepancies in Jackie's story as determined by members of Phi Kappa Psi, who came under scrutiny after Rolling Stone published ""A Rape on Campus"" about Jackie's allegations of gang rape by Phi Kappa Psi members at the fraternity's house. Further, advocates express their fear that readers might believe the false-rape claim myth.",none,,
2014,12,19,"Another BOV special meeting to discuss Rolling Stone article- Dec. 19, 2014",More remarks on the Rolling Stone article by Rector & President ,Board of Visitors' Meeting Minutes,BOV,
2015,1,6,"Cavalier Daily: Semester in Review: Sexual Assault Prevention Policy, Advocacy Efforts","Renewed awareness of sexual assault following the Rolling Stone article gives rise to new sexual assault awareness initiatives, including the U.Va. chapter of Not on Our Grounds, Hoos Got Your Back, and amended sexual assault policies in compliance with Title IX.",Student response,Student Response,
2015,1,28,Cavalier Daily: University Will Administer Sexual Assault Climate Survey,"The University releases a survey by the Association of American Universities examining issues related to sexual assault, with a view to ameliorating sexual assault prevention policies.",Student response,Student Response,
2015,1,30,"Text of Teresa Sullivan's ""Presidential Address on the University""","Includes Sullivan's reflections on how the university administration and student groups responded to the now-discredited Rolling Stone article, ""A Rape on Campus,"" and cites the recent Columbia Journalism Review ranking the article at the top of its list of ""the worst journalism of 2014.""",Email from administration,Email from administration,
2015,3,4,Cavalier Daily: Sexual Assault Bill Leaves Much to be Desired,An article critiquing a new VA law requiring University personnel to report evidence of sexual assaults to the Title IX committee. The article discusses the possibility of renewed trauma for survivors and lower rates of reporting in response to the bill.,Student response,Student response ,VA State Government
2015,3,19,Cavalier Daily: McAuliffe's Sexual Assault Task Force to Give Official Recommendations,"Governor Terry McAuliffe's sexual assault task force prepares to present its data on campus sexual assault, with a view to taking policy measures against campus assault.",Federal response,Federal response,VA State Government
2015,3,24,"BOV minutes- March 24-25, 2015",Remarks by student member about sexual assault prevention and awareness- Also discussion of Sexual Assault legislation in the state of Virginia,Board of Visitors' Meeting Minutes,BOV,
2015,4,29,Women’s Center introduces Gender Violence and Social Change Coordinator,This article on the Women's Center website announces the hiring of Rashona Sharpless as the Gender Violence and Social Change (GVSC) Outreach Coordinator for the Maxine Platzer Lynn Women's Center.,none,,
2015,5,1,"Women’s Center announces new full-time counselor, thanks U.Va. for funding","As a response to the Rolling Stone article ""A Rape on Campus,"" UVA's President Teresa Sullivan announced funding that would go towards an additional Trauma Counselor at the Maxine Platzer Lynn Women's Center. This article is an announcement about the hiring of Catherine ""Cathy"" Erickson as the new Trauma Counselor.",none,,
2015,6,11,"BOV minutes- June 11-12, 2015","Revision of Standard #1 of the Student Standards of Conduct -At Mr. Martin’s request, Ms. Lampkin explained that the revision is needed to reflect language in the “Interim Policy on Sexual and Gender-Based Harassment and Other Forms of Interpersonal Violence”. This policy was adopted on March 30, 2015 and supersedes the former policy. REVISION OF STANDARD #1 OF THE STUDENT STANDARDS OF CONDUCT WHEREAS, the University adopted the “University of Virginia Policy and Procedures for Student Sexual Misconduct Complaints” (the “former Policy”) in July of 2011; and WHEREAS, the University adopted a new policy, entitled “Interim Policy on Sexual and Gender-Based Harassment and Other Forms of Interpersonal Violence"" (the ""new Policy""), on March 30, 2015; and WHEREAS, the new Policy will be finalized on or before July 1, 2015, in order to comply with state law changes that become effective on that date; and WHEREAS, the former Policy prohibited a broad range of behaviors defined as “Sexual Misconduct”;",Board of Visitors' Meeting Minutes,BOV,
2015,7,1,President Sullivan's email address on new Sexual Assault Policy,An email from President Sullivan to the University community introducing the a new University policy on Sexual Assault and prevention per the new Virginia state wide policy in effect on July 1. The text briefly describes the baseline additions of the new policy as well as what prompted the developments. A hyperlink to the text of the policy itself is included.,Email from administration,Email from administration,
2015,8,17,"BOV minutes Sept. 17-18, 2015",Introduction of Sexual Violence Prevention Coalition and program called Dorm Norms by student member,Board of Visitors' Meeting Minutes,BOV,
2015,11,12,"BOV minutes Nov. 12-13, 2015",Higher Education Authorization Act -Reforming campus safety/sexual assault policies (some provisions from CASA) Campus Accountability and Safety Act (CASA) The Campus Accountability and Safety Act (CASA) is a bipartisan bill addressing Title IX compliance and sexual assault policies. Senator Warner is a co-sponsor.,Board of Visitors' Meeting Minutes,BOV,
2015,11,22,"Email from UVA Pres. Teresa Sullivan, Nov. 22, 2015, to university community re: Rolling Stone article","Second email sent by Pres. Sullivan to the university community addressing the recently published Rolling Stone article, ""A Rape on Campus."" References Thomas Jefferson, without irony.",Email from administration,Email from administration,
N/A,0,0,"Rape survivor recalls past attack, emotions",A survivor of acquaintance rape tells her story. Some assault prevention tips from Sexual Assault Education Coordinator Claire Kaplan are also listed.,Student response,Student Response,
